tipo_doc,cpf,nome_aluno,turma_1,turma_2,ausencia_inicio,ausencia_fim,data_ausencia
DECLARACAO,96772973844,ANDREA FARIAS,0262,0451,2024-05-27,2024-06-02,2024-05-26 00:00:00
ATESTADO MEDICO,82518757147,ANDREIA CUNHA,0262,1981,2026-06-29,2026-07-06,2026-06-27 00:00:00
ATESTADO MEDICO,66454997103,DANIEL CARDOSO,1983,,2026-08-25,2026-08-27,2026-08-24 00:00:00
DECLARACAO,03152092326,ALESSANDRA FREITAS,0260,0051,2026-03-29,2026-04-06,2026-03-28 00:00:00
DECLARACAO,04040833740,CRISTINA ALVES,0450,0261,2024-03-12,2024-03-17,2024-03-11 00:00:00
ATESTADO MEDICO,51751701042,DANIEL CARDOSO,1980,0002,2023-07-12,2023-07-19,2023-07-10 00:00:00
ATESTADO MEDICO,88490416249,MAURICIO LIMA,2980,0451,2023-12-18,2023-12-26,2023-12-17 00:00:00
DECLARACAO,47418255152,LEANDRO ARAUJO,0101,0261,2025-04-25,2025-04-28,2025-04-23 00:00:00
ATESTADO MEDICO,02611040206,MONICA VIEIRA,0262,0101,2026-04-02,2026-04-12,2026-04-01 00:00:00
ATESTADO MEDICO,21237280559,EVANDRO COSTA,0002,0002,2024-02-21,2024-02-26,2024-02-21 00:00:00
ATESTADO MEDICO,29610445101,PATRICIA ROCHA,0051,2981,2023-03-28,2023-04-03,2023-03-26 00:00:00
ATESTADO MEDICO,73961882452,PAULA MIRANDA,0983,0002,2026-06-28,2026-07-05,2026-06-27 00:00:00
ATESTADO MEDICO,24455782486,ANDREIA CUNHA,1981,,2026-09-03,2026-09-04,2026-09-02 00:00:00
ATESTADO MEDICO,48304312107,TATIANA SILVA,0263,0002,2024-03-16,2024-03-19,2024-03-16 00:00:00
DECLARACAO,66454997103,PAULA MIRANDA,2981,0261,2025-11-25,2025-12-01,2025-11-25 00:00:00
ATESTADO MEDICO,10153894490,SIMONE PIRES,0261,0261,2024-03-10,2024-03-17,2024-03-09 00:00:00
DECLARACAO,91787774295,ANDRE BARROS,0453,0002,2026-11-11,2026-11-18,2026-11-09 00:00:00
ATESTADO MEDICO,82208860217,SERGIO RIBAS,0982,0051,2023-11-18,2023-11-20,2023-11-18 00:00:00
DECLARACAO,55530954847,WAGNER SALES,0050,,2024-06-06,2024-06-16,2024-06-04 00:00:00
ATESTADO MEDICO,35581624984,ALEX MELO,0263,0981,2024-01-12,2024-01-15,2024-01-12 00:00:00
ATESTADO MEDICO,13050226102,ELAINE BARBOSA,0103,,2026-04-19,2026-04-22,2026-04-17 00:00:00
ATESTADO MEDICO,86310587005,MONICA VIEIRA,1981,0981,2025-07-17,2025-07-26,2025-07-15 00:00:00
ATESTADO MEDICO,43680664648,GUSTAVO REZENDE,0005,0261,2025-06-16,2025-06-17,2025-06-15 00:00:00
ATESTADO MEDICO,36009369991,RENATA VIEIRA,0451,2981,2023-05-12,2023-05-19,2023-05-12 00:00:00
ATESTADO MEDICO,01627906606,LUCIANA FARIAS,0981,0261,2024-08-28,2024-09-01,2024-08-27 00:00:00
DECLARACAO,61910625671,CARLOS ALMEIDA,0453,0002,2025-12-01,2025-12-03,2025-11-30 00:00:00
ATESTADO MEDICO,62442620260,RICARDO REZENDE,0453,0002,2025-06-16,2025-06-26,2025-06-16 00:00:00
ATESTADO MEDICO,12041836270,ALINE MORAES,0454,,2025-05-24,2025-05-30,2025-05-24 00:00:00
ATESTADO MEDICO,23268452850,FLAVIA MIRANDA,0003,,2026-07-27,2026-07-29,2026-07-27 00:00:00
DECLARACAO,89741622295,ISABELA CUNHA,0983,1981,2025-10-12,2025-10-19,2025-10-10 00:00:00
DECLARACAO,55297354870,MARCIA SOARES,0263,,2024-03-23,2024-04-02,2024-03-22 00:00:00
DECLARACAO,34309075355,ANDREA FARIAS,0101,,2025-01-10,2025-01-20,2025-01-10 00:00:00
ATESTADO MEDICO,67810459970,RICARDO REZENDE,0103,0451,2024-11-27,2024-11-28,2024-11-27 00:00:00
ATESTADO MEDICO,95223489020,EVANDRO COSTA,0103,,2026-03-23,2026-03-30,2026-03-21 00:00:00
ATESTADO MEDICO,51751701042,ROGERIO SOUZA,0983,,2026-07-22,2026-07-25,2026-07-21 00:00:00
DECLARACAO,46431421701,ANA COSTA,2981,0451,2025-06-25,2025-06-26,2025-06-24 00:00:00
ATESTADO MEDICO,40965650405,KARINA PINTO,0100,0451,2024-09-17,2024-09-20,2024-09-16 00:00:00
ATESTADO MEDICO,46434656971,MARCELO CORREIA,0454,0002,2024-12-17,2024-12-26,2024-12-17 00:00:00
ATESTADO MEDICO,67852467687,RAFAEL PEREIRA,2983,0981,2025-10-28,2025-10-29,2025-10-28 00:00:00
DECLARACAO,24348251681,CLAUDIA SOARES,0451,0002,2026-08-04,2026-08-09,2026-08-04 00:00:00
ATESTADO MEDICO,58160029888,JEFFERSON DUARTE,0051,,2024-09-30,2024-10-07,2024-09-30 00:00:00
DECLARACAO,36833417180,MARCIA SOARES,0003,0981,2026-02-17,2026-02-24,2026-02-17 00:00:00
DECLARACAO,17182827107,MARINA GONCALVES,0981,0451,2023-11-09,2023-11-12,2023-11-09 00:00:00
DECLARACAO,34953699025,CRISTINA ALVES,1982,0002,2023-04-25,2023-04-27,2023-04-25 00:00:00
DECLARACAO,06301028996,PEDRO OLIVEIRA,0453,1981,2023-06-17,2023-06-25,2023-06-16 00:00:00
DECLARACAO,54366178168,BEATRIZ LIMA,0100,0051,2023-11-04,2023-11-07,2023-11-04 00:00:00
DECLARACAO,86651484001,RENAN MELO,0981,0101,2024-05-09,2024-05-13,2024-05-09 00:00:00
DECLARACAO,78305773159,CAMILA GOMES,0980,0051,2026-10-20,2026-10-28,2026-10-18 00:00:00
ATESTADO MEDICO,46030351524,LUCIANA FARIAS,1981,0261,2023-03-12,2023-03-14,2023-03-12 00:00:00
DECLARACAO,43545525074,FELIPE CASTRO,0050,0451,2025-01-31,2025-02-01,2025-01-30 00:00:00
ATESTADO MEDICO,13867794669,PAULA MIRANDA,0005,1981,2025-05-22,2025-05-25,2025-05-20 00:00:00
ATESTADO MEDICO,58880896563,MARCOS CORREIA,0005,,2025-07-14,2025-07-23,2025-07-12 00:00:00
DECLARACAO,90048872105,CARLA FONSECA,0983,0981,2024-07-09,2024-07-17,2024-07-09 00:00:00
ATESTADO MEDICO,78404932620,JESSICA CARDOSO,0051,1981,2026-11-22,2026-11-26,2026-11-20 00:00:00
ATESTADO MEDICO,12997623790,SIMONE PIRES,0004,2981,2023-07-28,2023-08-07,2023-07-27 00:00:00
ATESTADO MEDICO,73566736309,BEATRIZ LIMA,0100,2981,2023-03-28,2023-04-05,2023-03-26 00:00:00
ATESTADO MEDICO,54238570405,LUCIANA FARIAS,0983,0002,2026-09-08,2026-09-14,2026-09-07 00:00:00
DECLARACAO,34273106043,VANESSA PIRES,0002,0261,2024-08-28,2024-09-02,2024-08-26 00:00:00
ATESTADO MEDICO,51751701042,RONALDO RIBAS,0981,0451,2026-12-05,2026-12-12,2026-12-04 00:00:00
DECLARACAO,76300982513,CARLOS ALMEIDA,0002,1981,2024-08-02,2024-08-12,2024-07-31 00:00:00
ATESTADO MEDICO,88059689274,MAURICIO LIMA,2980,,2025-01-09,2025-01-15,2025-01-09 00:00:00
ATESTADO MEDICO,95142717180,SERGIO RIBAS,0451,0981,2026-04-16,2026-04-21,2026-04-14 00:00:00
ATESTADO MEDICO,86402505960,ANDREA FARIAS,0103,0002,2026-09-30,2026-10-06,2026-09-28 00:00:00
DECLARACAO,23268452850,LETICIA PINTO,0261,,2024-11-11,2024-11-12,2024-11-11 00:00:00
DECLARACAO,71109931328,BARBARA SILVA,0003,1981,2025-04-28,2025-05-07,2025-04-27 00:00:00
DECLARACAO,02611040206,LETICIA PINTO,0103,,2025-05-05,2025-05-06,2025-05-05 00:00:00
ATESTADO MEDICO,22588803270,ANDREA FARIAS,2982,0101,2026-09-25,2026-09-26,2026-09-23 00:00:00
ATESTADO MEDICO,96923551951,CAMILA GOMES,2983,,2023-07-12,2023-07-16,2023-07-10 00:00:00
DECLARACAO,22465869256,MARCIO TEIXEIRA,0001,0451,2024-08-29,2024-09-07,2024-08-29 00:00:00
ATESTADO MEDICO,30095966692,DEBORA FONSECA,0980,0261,2024-02-13,2024-02-23,2024-02-12 00:00:00
ATESTADO MEDICO,98957042164,GABRIEL MARTINS,1981,1981,2025-07-18,2025-07-22,2025-07-18 00:00:00
ATESTADO MEDICO,78189469851,MAURICIO LIMA,0454,,2025-01-26,2025-01-28,2025-01-25 00:00:00
ATESTADO MEDICO,23879333114,MARCOS CORREIA,0451,0002,2025-12-03,2025-12-08,2025-12-02 00:00:00
DECLARACAO,09730965943,MARCOS CORREIA,0260,0451,2023-02-01,2023-02-08,2023-01-30 00:00:00
ATESTADO MEDICO,30095966692,MAURICIO LIMA,2982,2981,2023-02-03,2023-02-07,2023-02-01 00:00:00
DECLARACAO,12396665359,MATHEUS DIAS,2983,,2025-05-15,2025-05-17,2025-05-15 00:00:00
DECLARACAO,73250934208,LARISSA CARVALHO,0260,2981,2026-12-17,2026-12-24,2026-12-17 00:00:00
DECLARACAO,45305255708,FABIO BATISTA,0103,,2025-06-26,2025-07-01,2025-06-26 00:00:00
DECLARACAO,87609515914,WELLINGTON CARDOSO,0261,,2023-06-20,2023-06-22,2023-06-19 00:00:00
ATESTADO MEDICO,19816798638,RENATO FERNANDES,0001,0051,2025-02-02,2025-02-05,2025-01-31 00:00:00
ATESTADO MEDICO,26027480300,HENRIQUE MENDES,0003,,2026-11-12,2026-11-22,2026-11-11 00:00:00
ATESTADO MEDICO,00729174158,ANDERSON PEREIRA,0452,0051,2025-01-29,2025-02-07,2025-01-28 00:00:00
ATESTADO MEDICO,32547410133,MARIA SANTOS,0454,0261,2026-03-18,2026-03-28,2026-03-17 00:00:00
ATESTADO MEDICO,39483842158,EDUARDO FREITAS,0053,0002,2026-01-10,2026-01-20,2026-01-09 00:00:00
ATESTADO MEDICO,26561984536,DANIEL CARDOSO,0001,2981,2025-01-29,2025-02-08,2025-01-27 00:00:00
DECLARACAO,49020493418,BARBARA SILVA,0001,,2026-02-24,2026-02-26,2026-02-23 00:00:00
ATESTADO MEDICO,02611040206,BRUNO RIBEIRO,0980,0981,2027-01-14,2027-01-15,2027-01-14 00:00:00
ATESTADO MEDICO,92413517057,ISABELA CUNHA,2982,0451,2025-08-18,2025-08-22,2025-08-18 00:00:00
DECLARACAO,38304815354,SIMONE PIRES,0981,0981,2023-02-01,2023-02-02,2023-02-01 00:00:00
ATESTADO MEDICO,35930808180,MARCOS CORREIA,0261,,2023-09-03,2023-09-08,2023-09-01 00:00:00
DECLARACAO,93780380188,LEONARDO DUARTE,0102,0051,2026-10-30,2026-11-04,2026-10-29 00:00:00
ATESTADO MEDICO,99382175750,EVANDRO COSTA,1980,,2026-07-16,2026-07-25,2026-07-15 00:00:00
ATESTADO MEDICO,94125010994,SABRINA DIAS,0453,0002,2023-05-03,2023-05-12,2023-05-01 00:00:00
DECLARACAO,01432820427,ALEXANDRE COSTA,0001,0451,2024-03-24,2024-03-31,2024-03-23 00:00:00
ATESTADO MEDICO,57947337306,VIVIANE MONTEIRO,0051,0101,2023-03-01,2023-03-04,2023-03-01 00:00:00
DECLARACAO,12673432302,CESAR RAMOS,2983,0451,2026-10-16,2026-10-26,2026-10-14 00:00:00
ATESTADO MEDICO,52567899618,CARLA FONSECA,1983,1981,2026-05-08,2026-05-14,2026-05-08 00:00:00
ATESTADO MEDICO,66454997103,ELAINE BARBOSA,0103,,2026-07-02,2026-07-07,2026-07-02 00:00:00
ATESTADO MEDICO,57046619204,ALEX MELO,0100,0002,2023-09-18,2023-09-23,2023-09-18 00:00:00
ATESTADO MEDICO,85472876125,FLAVIA MIRANDA,0102,0051,2025-09-16,2025-09-17,2025-09-15 00:00:00
ATESTADO MEDICO,40965650405,CAROLINA NUNES,0262,0002,2026-01-08,2026-01-14,2026-01-08 00:00:00
ATESTADO MEDICO,98601695353,GABRIEL MARTINS,0981,0101,2023-11-04,2023-11-13,2023-11-03 00:00:00
ATESTADO MEDICO,47748530700,ANDREA FARIAS,1982,1981,2026-11-26,2026-11-27,2026-11-25 00:00:00
ATESTADO MEDICO,15170611480,EDUARDO FREITAS,0260,,2024-02-11,2024-02-16,2024-02-10 00:00:00
ATESTADO MEDICO,66708525097,ROGERIO SOUZA,0005,0261,2026-10-14,2026-10-18,2026-10-13 00:00:00
ATESTADO MEDICO,77964826123,SILVIA LOPES,0002,0002,2026-04-13,2026-04-17,2026-04-13 00:00:00
ATESTADO MEDICO,34953699025,BIANCA MONTEIRO,0101,,2024-04-30,2024-05-04,2024-04-29 00:00:00
ATESTADO MEDICO,44170630440,ALESSANDRA FREITAS,1980,0261,2025-06-08,2025-06-18,2025-06-07 00:00:00
DECLARACAO,23554340774,PAULO SANTANA,0980,0451,2026-03-07,2026-03-14,2026-03-06 00:00:00
DECLARACAO,72830724623,WILLIAN CASTRO,0052,,2025-05-05,2025-05-14,2025-05-04 00:00:00
DECLARACAO,23270042760,CARLA FONSECA,0003,0981,2026-03-14,2026-03-22,2026-03-12 00:00:00
DECLARACAO,72758424169,RODRIGO SALES,2982,,2023-10-20,2023-10-30,2023-10-19 00:00:00
ATESTADO MEDICO,54411734249,MARINA GONCALVES,0453,0051,2024-09-29,2024-10-02,2024-09-29 00:00:00
DECLARACAO,31794838902,MARCELO LIMA,0104,,2024-06-23,2024-07-02,2024-06-21 00:00:00
ATESTADO MEDICO,33049259701,FERNANDA SOUZA,0103,0051,2026-12-17,2026-12-20,2026-12-17 00:00:00
ATESTADO MEDICO,77558480949,MATHEUS DIAS,0101,1981,2026-10-24,2026-11-01,2026-10-24 00:00:00
DECLARACAO,23397999537,LETICIA PINTO,0260,0261,2026-10-13,2026-10-23,2026-10-11 00:00:00
ATESTADO MEDICO,71109931328,ROGERIO SOUZA,0052,,2027-01-01,2027-01-08,2026-12-31 00:00:00
DECLARACAO,60754423247,ANDREIA CUNHA,0053,,2025-02-13,2025-02-15,2025-02-12 00:00:00
ATESTADO MEDICO,59281681447,GABRIEL MARTINS,0052,,2025-06-08,2025-06-16,2025-06-08 00:00:00
DECLARACAO,53831765510,JESSICA CARDOSO,2982,1981,2023-09-05,2023-09-13,2023-09-04 00:00:00
ATESTADO MEDICO,08297621910,MARINA GONCALVES,2983,0261,2026-05-09,2026-05-14,2026-05-07 00:00:00
DECLARACAO,68862846223,PATRICIA AZEVEDO,0103,,2023-07-05,2023-07-07,2023-07-05 00:00:00
ATESTADO MEDICO,27269177040,RENATO FERNANDES,0980,0981,2026-08-28,2026-09-03,2026-08-28 00:00:00
DECLARACAO,19518615586,MARCELO CORREIA,1980,0451,2025-11-17,2025-11-22,2025-11-15 00:00:00
DECLARACAO,36091139282,CARLOS ALMEIDA,0450,0002,2024-11-25,2024-11-29,2024-11-23 00:00:00
ATESTADO MEDICO,82208860217,VITOR ARAUJO,0454,,2025-05-12,2025-05-18,2025-05-10 00:00:00
ATESTADO MEDICO,78221279420,GUSTAVO REZENDE,0980,0002,2024-11-14,2024-11-18,2024-11-12 00:00:00
ATESTADO MEDICO,10175540560,MAURICIO LIMA,0103,1981,2023-02-12,2023-02-20,2023-02-11 00:00:00
DECLARACAO,77826103118,ADRIANA LOPES,0980,,2023-06-13,2023-06-15,2023-06-13 00:00:00
ATESTADO MEDICO,67810459970,MARCIO TEIXEIRA,0101,,2023-12-17,2023-12-21,2023-12-15 00:00:00
DECLARACAO,36833417180,PATRICIA ROCHA,0980,0451,2023-08-22,2023-08-31,2023-08-22 00:00:00
ATESTADO MEDICO,23711689124,MARIA SANTOS,2981,0051,2023-07-20,2023-07-24,2023-07-18 00:00:00
ATESTADO MEDICO,77397020305,BRUNO RIBEIRO,1983,2981,2026-01-19,2026-01-23,2026-01-17 00:00:00
ATESTADO MEDICO,69434016614,CAROLINA NUNES,0100,0261,2026-01-26,2026-02-03,2026-01-25 00:00:00
DECLARACAO,33071962002,VITOR ARAUJO,1983,,2024-02-17,2024-02-27,2024-02-16 00:00:00
ATESTADO MEDICO,99146140000,PATRICIA ROCHA,2980,0002,2023-04-06,2023-04-14,2023-04-06 00:00:00
ATESTADO MEDICO,32482459133,MATHEUS DIAS,0262,,2026-03-14,2026-03-19,2026-03-13 00:00:00
ATESTADO MEDICO,86568684384,HENRIQUE MENDES,0101,0261,2024-09-02,2024-09-04,2024-09-01 00:00:00
ATESTADO MEDICO,45662808023,SABRINA DIAS,0102,1981,2026-03-19,2026-03-21,2026-03-19 00:00:00
ATESTADO MEDICO,89656264479,ROGERIO SOUZA,0053,0981,2025-07-28,2025-08-05,2025-07-26 00:00:00
ATESTADO MEDICO,94125010994,PAULA MIRANDA,0451,1981,2024-11-22,2024-11-23,2024-11-22 00:00:00
ATESTADO MEDICO,06393153725,SILVIA LOPES,0051,,2026-04-09,2026-04-11,2026-04-07 00:00:00
ATESTADO MEDICO,28540785439,JESSICA CARDOSO,0454,0261,2024-08-24,2024-09-02,2024-08-24 00:00:00
ATESTADO MEDICO,43495266330,FABIANO BATISTA,0262,0051,2023-06-15,2023-06-25,2023-06-14 00:00:00
DECLARACAO,22465869256,BRUNO RIBEIRO,0263,0981,2026-01-19,2026-01-23,2026-01-19 00:00:00
ATESTADO MEDICO,74106782243,LEONARDO DUARTE,0102,0451,2024-05-14,2024-05-20,2024-05-12 00:00:00
DECLARACAO,28859083869,EDSON FERNANDES,0454,,2023-07-06,2023-07-15,2023-07-05 00:00:00
ATESTADO MEDICO,93527520155,FERNANDO MENDES,0052,0261,2026-10-04,2026-10-08,2026-10-04 00:00:00
ATESTADO MEDICO,43680664648,SABRINA DIAS,0002,0981,2023-03-13,2023-03-18,2023-03-13 00:00:00
ATESTADO MEDICO,82171868635,CRISTINA ALVES,0001,1981,2024-10-24,2024-10-30,2024-10-23 00:00:00
DECLARACAO,60929742311,LETICIA PINTO,2981,0261,2026-11-03,2026-11-09,2026-11-03 00:00:00
ATESTADO MEDICO,12041836270,DEBORA FONSECA,0004,,2026-06-10,2026-06-17,2026-06-08 00:00:00
ATESTADO MEDICO,71109931328,ROSANA ROCHA,1981,0101,2025-05-18,2025-05-25,2025-05-17 00:00:00
ATESTADO MEDICO,85466043800,JOAO SILVA,0453,0002,2025-10-10,2025-10-15,2025-10-09 00:00:00
ATESTADO MEDICO,56711949897,CLAUDIO FERREIRA,0100,0451,2024-05-02,2024-05-09,2024-04-30 00:00:00
DECLARACAO,23268452850,MATHEUS DIAS,0052,,2024-04-19,2024-04-27,2024-04-18 00:00:00
DECLARACAO,46328934203,LUCIANA FARIAS,0982,,2023-10-12,2023-10-22,2023-10-10 00:00:00
ATESTADO MEDICO,30095966692,JESSICA CARDOSO,0982,0451,2023-01-19,2023-01-24,2023-01-17 00:00:00
ATESTADO MEDICO,54366178168,BIANCA MONTEIRO,0053,0451,2025-05-27,2025-06-04,2025-05-26 00:00:00
ATESTADO MEDICO,19078996854,MARCIA SOARES,0980,0101,2025-04-25,2025-04-27,2025-04-25 00:00:00
DECLARACAO,35729764308,CLAUDIA SOARES,1981,0051,2023-06-25,2023-06-28,2023-06-25 00:00:00
DECLARACAO,81506221874,SABRINA DIAS,0101,0101,2023-06-06,2023-06-09,2023-06-06 00:00:00
ATESTADO MEDICO,17182827107,RAQUEL XAVIER,0053,,2026-05-22,2026-05-30,2026-05-21 00:00:00
ATESTADO MEDICO,19385803115,DANIELA XAVIER,0051,,2024-04-17,2024-04-23,2024-04-16 00:00:00
ATESTADO MEDICO,09579806047,ROGERIO SOUZA,0052,1981,2023-08-28,2023-09-04,2023-08-26 00:00:00
ATESTADO MEDICO,26561984536,BARBARA SILVA,0260,0981,2027-01-11,2027-01-14,2027-01-09 00:00:00
DECLARACAO,16684020098,DANIEL CARDOSO,0450,0981,2026-12-21,2026-12-25,2026-12-20 00:00:00
ATESTADO MEDICO,35418250817,PRISCILA NEVES,0102,0051,2024-07-06,2024-07-14,2024-07-04 00:00:00
ATESTADO MEDICO,05722102644,MARCIA SOARES,0103,0101,2026-10-26,2026-11-01,2026-10-24 00:00:00
ATESTADO MEDICO,26001826161,ALINE MORAES,1981,,2023-03-29,2023-03-31,2023-03-29 00:00:00
DECLARACAO,60754423247,EVANDRO COSTA,0982,0451,2023-02-11,2023-02-21,2023-02-10 00:00:00
ATESTADO MEDICO,94956953763,CLAUDIO FERREIRA,0104,0002,2024-08-19,2024-08-29,2024-08-19 00:00:00
ATESTADO MEDICO,84918401090,LEONARDO DUARTE,0983,0051,2025-09-17,2025-09-18,2025-09-17 00:00:00
ATESTADO MEDICO,91467413640,RICARDO RAMOS,0453,0002,2026-10-16,2026-10-22,2026-10-15 00:00:00
ATESTADO MEDICO,08875452890,RICARDO RAMOS,0003,,2026-10-13,2026-10-18,2026-10-12 00:00:00
DECLARACAO,94458330152,PAULO SANTANA,0103,0451,2023-09-08,2023-09-13,2023-09-07 00:00:00
ATESTADO MEDICO,78736022659,VITOR ARAUJO,0262,0002,2026-12-30,2026-12-31,2026-12-30 00:00:00
ATESTADO MEDICO,47748530700,ANDREIA CUNHA,1983,1981,2023-07-29,2023-08-05,2023-07-29 00:00:00
ATESTADO MEDICO,50536898901,ALEXANDRE COSTA,2982,0051,2026-03-18,2026-03-22,2026-03-17 00:00:00
ATESTADO MEDICO,67066944526,DIEGO BARBOSA,0260,2981,2024-04-17,2024-04-25,2024-04-15 00:00:00
DECLARACAO,33423429607,NATALIA CAMPOS,0981,,2026-05-12,2026-05-14,2026-05-10 00:00:00
ATESTADO MEDICO,22465869256,MARCIO TEIXEIRA,0102,,2026-10-11,2026-10-14,2026-10-10 00:00:00
ATESTADO MEDICO,40965650405,BARBARA SILVA,1983,,2024-03-07,2024-03-12,2024-03-07 00:00:00
ATESTADO MEDICO,71659994349,TATIANA SILVA,2980,,2023-11-11,2023-11-15,2023-11-09 00:00:00
ATESTADO MEDICO,94374961100,LARISSA CARVALHO,0100,1981,2023-10-04,2023-10-11,2023-10-03 00:00:00
DECLARACAO,00876932758,ROBERTO CARVALHO,0052,0101,2023-02-07,2023-02-10,2023-02-05 00:00:00
ATESTADO MEDICO,39682863406,TATIANA SILVA,0104,0051,2025-01-29,2025-02-07,2025-01-28 00:00:00
DECLARACAO,36009369991,LETICIA PINTO,0004,2981,2026-02-25,2026-02-28,2026-02-24 00:00:00
ATESTADO MEDICO,81710774800,CESAR RAMOS,2981,0451,2023-07-19,2023-07-26,2023-07-17 00:00:00
DECLARACAO,59402647430,ISABELA CUNHA,1982,,2026-06-13,2026-06-21,2026-06-11 00:00:00
ATESTADO MEDICO,83840940397,CARLA FONSECA,1981,0101,2023-07-07,2023-07-10,2023-07-05 00:00:00
ATESTADO MEDICO,76300982513,BARBARA SILVA,0262,2981,2024-03-12,2024-03-16,2024-03-10 00:00:00
DECLARACAO,11329898923,AMANDA NASCIMENTO,0453,0002,2025-10-17,2025-10-22,2025-10-15 00:00:00
DECLARACAO,63401658859,WELLINGTON CARDOSO,0263,0051,2024-12-21,2024-12-22,2024-12-20 00:00:00
ATESTADO MEDICO,01432820427,MARCIA SOARES,0262,2981,2026-11-16,2026-11-24,2026-11-14 00:00:00
ATESTADO MEDICO,62269463340,CRISTINA ALVES,0003,,2025-04-25,2025-05-02,2025-04-23 00:00:00
ATESTADO MEDICO,36091139282,ROGERIO SOUZA,0983,0981,2024-07-27,2024-08-06,2024-07-26 00:00:00
ATESTADO MEDICO,66715256683,PEDRO OLIVEIRA,0101,,2025-05-09,2025-05-18,2025-05-08 00:00:00
DECLARACAO,20467112118,LETICIA PINTO,0051,,2023-07-20,2023-07-21,2023-07-19 00:00:00
ATESTADO MEDICO,22588803270,ANDRE BARROS,1983,2981,2026-05-02,2026-05-09,2026-04-30 00:00:00
ATESTADO MEDICO,69282162800,LEONARDO DUARTE,2982,0261,2024-09-24,2024-09-25,2024-09-23 00:00:00
ATESTADO MEDICO,66708525097,CAMILA GOMES,1983,1981,2023-02-21,2023-03-02,2023-02-21 00:00:00
ATESTADO MEDICO,65488535390,AMANDA NASCIMENTO,0052,0451,2024-04-28,2024-04-29,2024-04-28 00:00:00
ATESTADO MEDICO,22465869256,RENAN MELO,0002,0981,2023-06-23,2023-07-03,2023-06-23 00:00:00
DECLARACAO,52978343338,MAURICIO LIMA,0002,,2025-07-12,2025-07-13,2025-07-12 00:00:00
ATESTADO MEDICO,89289153253,LUCIANA FARIAS,0003,0101,2026-01-22,2026-01-26,2026-01-22 00:00:00
ATESTADO MEDICO,90413108279,VITOR ARAUJO,0451,0101,2023-05-24,2023-05-31,2023-05-22 00:00:00
ATESTADO MEDICO,47418255152,FABIANO BATISTA,0052,1981,2026-10-27,2026-11-04,2026-10-26 00:00:00
DECLARACAO,00876932758,ALINE MORAES,0454,,2025-11-12,2025-11-15,2025-11-12 00:00:00
ATESTADO MEDICO,71264798326,ALINE MORAES,0004,,2024-04-01,2024-04-07,2024-04-01 00:00:00
ATESTADO MEDICO,18613556450,GABRIEL MARTINS,0102,0002,2025-07-16,2025-07-21,2025-07-15 00:00:00
ATESTADO MEDICO,32456734777,EDUARDO FREITAS,0982,,2023-03-25,2023-03-31,2023-03-24 00:00:00
ATESTADO MEDICO,49484406980,DANIELA XAVIER,0452,,2024-09-27,2024-10-06,2024-09-27 00:00:00
DECLARACAO,70358683726,JEFFERSON DUARTE,0451,2981,2026-01-19,2026-01-20,2026-01-19 00:00:00
ATESTADO MEDICO,57400952129,JEFFERSON DUARTE,0261,,2024-12-06,2024-12-12,2024-12-05 00:00:00
ATESTADO MEDICO,48268884495,JULIANA ROCHA,0101,0981,2023-05-10,2023-05-16,2023-05-10 00:00:00
ATESTADO MEDICO,00876932758,ANDERSON PEREIRA,0451,,2023-09-15,2023-09-23,2023-09-15 00:00:00
ATESTADO MEDICO,46434656971,FABIANO BATISTA,0051,0051,2025-04-18,2025-04-25,2025-04-17 00:00:00
ATESTADO MEDICO,79605571102,SABRINA DIAS,0005,,2023-12-16,2023-12-20,2023-12-15 00:00:00
ATESTADO MEDICO,24046932988,JESSICA CARDOSO,0002,0451,2026-09-12,2026-09-17,2026-09-10 00:00:00
ATESTADO MEDICO,16817965543,PAULO SANTANA,0450,0051,2024-06-04,2024-06-07,2024-06-02 00:00:00
ATESTADO MEDICO,04288921910,JEFFERSON DUARTE,0005,0051,2024-04-22,2024-04-24,2024-04-22 00:00:00
ATESTADO MEDICO,81890163775,PAULO SANTANA,0263,0451,2025-07-04,2025-07-06,2025-07-02 00:00:00
ATESTADO MEDICO,22120967555,ISABELA CUNHA,0983,0451,2023-05-11,2023-05-15,2023-05-11 00:00:00
ATESTADO MEDICO,07952146505,MARCELO CORREIA,0050,,2023-09-08,2023-09-14,2023-09-06 00:00:00
DECLARACAO,92413517057,BIANCA MONTEIRO,0002,2981,2025-01-06,2025-01-08,2025-01-05 00:00:00
ATESTADO MEDICO,39577233295,CARLA FONSECA,0260,0101,2025-05-19,2025-05-20,2025-05-19 00:00:00
DECLARACAO,84111254675,ELAINE BARBOSA,2983,2981,2026-07-26,2026-07-30,2026-07-25 00:00:00
ATESTADO MEDICO,29505893086,CARLA FONSECA,0053,0261,2026-05-18,2026-05-27,2026-05-18 00:00:00
DECLARACAO,60132053705,RENATA VIEIRA,0260,1981,2026-01-09,2026-01-14,2026-01-08 00:00:00
DECLARACAO,46030351524,ALEXANDRE COSTA,1983,1981,2026-06-30,2026-07-05,2026-06-30 00:00:00
ATESTADO MEDICO,09762375122,ANDRE BARROS,0451,0002,2025-01-24,2025-02-01,2025-01-24 00:00:00
ATESTADO MEDICO,02572943760,BARBARA SILVA,0450,0261,2024-10-07,2024-10-17,2024-10-05 00:00:00
